index  keygen  encrypt  elgamal_decrypt
0	0.046235	 0.050051 	 0.000646
1	0.047203	 0.052709 	 0.000696
2	0.048772	 0.053469 	 0.000716
3	0.049083	 0.053502 	 0.000689
4	0.04927	 0.053372 	 0.000683
5	0.049268	 0.053424 	 0.000701
6	0.049219	 0.05369 	 0.000718
7	0.049236	 0.053707 	 0.000715
8	0.049211	 0.053664 	 0.000686
9	0.049192	 0.054184 	 0.000713
10	0.049334	 0.053569 	 0.000713
11	0.049266	 0.053664 	 0.000685
12	0.049203	 0.053668 	 0.000686
13	0.049295	 0.053615 	 0.000688
14	0.049338	 0.053694 	 0.000692
15	0.049353	 0.053669 	 0.000725
16	0.049088	 0.053737 	 0.00071
17	0.04906	 0.053834 	 0.000708
18	0.04909	 0.053584 	 0.000734
19	0.049168	 0.053697 	 0.000686
20	0.048966	 0.053628 	 0.000687
21	0.049221	 0.053667 	 0.000701
22	0.049014	 0.053725 	 0.000685
23	0.049318	 0.053727 	 0.000706
24	0.048971	 0.053552 	 0.00072
25	0.048868	 0.053842 	 0.000688
26	0.048891	 0.053651 	 0.000687
27	0.048606	 0.053603 	 0.000686
28	0.049063	 0.053757 	 0.000687
29	0.049389	 0.053684 	 0.000688
30	0.049312	 0.053618 	 0.000687
31	0.049385	 0.053727 	 0.000672
32	0.049211	 0.053698 	 0.000691
33	0.049334	 0.053714 	 0.000707
34	0.049342	 0.053679 	 0.000693
35	0.049364	 0.053658 	 0.000736
36	0.049315	 0.053585 	 0.000686
37	0.049176	 0.053693 	 0.000692
38	0.049304	 0.053874 	 0.000684
39	0.049312	 0.053869 	 0.00074
40	0.049383	 0.053539 	 0.000691
41	0.049391	 0.054049 	 0.000686
42	0.049444	 0.05386 	 0.000685
43	0.049305	 0.053593 	 0.000683
44	0.049274	 0.053745 	 0.000687
45	0.049321	 0.053619 	 0.000747
46	0.049341	 0.053695 	 0.000691
47	0.049414	 0.05369 	 0.000705
48	0.049248	 0.053839 	 0.000721
49	0.0493	 0.053703 	 0.000678
50	0.049304	 0.053702 	 0.000725
51	0.049329	 0.053665 	 0.000688
52	0.049342	 0.053759 	 0.000715
53	0.049189	 0.053732 	 0.000679
54	0.049295	 0.053639 	 0.000698
55	0.049151	 0.053708 	 0.000684
56	0.049302	 0.053874 	 0.00069
57	0.049436	 0.053954 	 0.000692
58	0.048766	 0.053513 	 0.000685
59	0.04918	 0.053706 	 0.00069
60	0.049409	 0.053876 	 0.000705
61	0.049057	 0.053877 	 0.000707
62	0.04922	 0.053777 	 0.000683
63	0.049372	 0.053803 	 0.000738
64	0.049373	 0.053708 	 0.000689
65	0.049516	 0.054095 	 0.000693
66	0.050118	 0.053969 	 0.000689
67	0.049415	 0.053876 	 0.000694
68	0.049439	 0.053697 	 0.000685
69	0.049393	 0.05374 	 0.000703
70	0.049416	 0.053846 	 0.000687
71	0.049386	 0.053787 	 0.000693
72	0.049343	 0.053795 	 0.000695
73	0.049197	 0.054019 	 0.000693
74	0.049262	 0.053848 	 0.000685
75	0.049452	 0.053785 	 0.000688
76	0.049325	 0.053836 	 0.000691
77	0.04936	 0.053902 	 0.000696
78	0.049172	 0.053794 	 0.000692
79	0.049307	 0.053841 	 0.000692
80	0.05003	 0.0547 	 0.000706
81	0.04942	 0.053988 	 0.000693
82	0.049457	 0.053809 	 0.000722
83	0.049459	 0.053626 	 0.000693
84	0.049379	 0.053754 	 0.000696
85	0.049369	 0.053804 	 0.000714
86	0.049282	 0.053803 	 0.000725
87	0.049089	 0.05375 	 0.000692
88	0.049232	 0.053803 	 0.000691
89	0.049338	 0.054144 	 0.00071
90	0.049254	 0.053834 	 0.000719
91	0.049298	 0.053655 	 0.000752
92	0.049354	 0.053797 	 0.000692
93	0.049374	 0.053761 	 0.000688
94	0.049393	 0.05379 	 0.000704
95	0.049117	 0.053885 	 0.000692
96	0.049412	 0.053844 	 0.00069
97	0.049513	 0.053967 	 0.000688
98	0.049576	 0.053883 	 0.000687
99	0.049577	 0.053957 	 0.000756
